"X","gene","timepoint"
2029,"HORVU.MOREX.r2.4HG0291420","32H"
2030,"HORVU.MOREX.r2.7HG0597220","32H"
2031,"HORVU.MOREX.r2.1HG0023120","32H"
2032,"HORVU.MOREX.r2.3HG0275640","32H"
2033,"HORVU.MOREX.r2.3HG0253490","32H"
2034,"HORVU.MOREX.r2.2HG0154720","32H"
2035,"HORVU.MOREX.r2.6HG0505120","32H"
2036,"HORVU.MOREX.r2.1HG0053620","32H"
2037,"HORVU.MOREX.r2.1HG0053260","32H"
2038,"HORVU.MOREX.r2.7HG0562220","32H"
2039,"HORVU.MOREX.r2.3HG0274660","32H"
2040,"HORVU.MOREX.r2.1HG0006400","32H"
2041,"HORVU.MOREX.r2.4HG0289480","32H"
2042,"HORVU.MOREX.r2.1HG0076100","32H"
2043,"HORVU.MOREX.r2.7HG0601050","32H"
2044,"HORVU.MOREX.r2.5HG0414490","32H"
2045,"HORVU.MOREX.r2.1HG0076470","32H"
2046,"HORVU.MOREX.r2.4HG0337190","32H"
2047,"HORVU.MOREX.r2.5HG0382910","32H"
2048,"HORVU.MOREX.r2.3HG0261550","32H"
2049,"HORVU.MOREX.r2.3HG0252710","32H"
2050,"HORVU.MOREX.r2.3HG0194800","32H"
2051,"HORVU.MOREX.r2.6HG0472480","32H"
2052,"HORVU.MOREX.r2.5HG0412980","32H"
2053,"HORVU.MOREX.r2.1HG0029020","32H"
2054,"HORVU.MOREX.r2.7HG0587120","32H"
2055,"HORVU.MOREX.r2.4HG0317590","32H"
2056,"HORVU.MOREX.r2.4HG0280040","32H"
2057,"HORVU.MOREX.r2.3HG0194250","32H"
2058,"HORVU.MOREX.r2.7HG0552030","32H"
2059,"HORVU.MOREX.r2.6HG0496910","32H"
2060,"HORVU.MOREX.r2.5HG0381170","32H"
2061,"HORVU.MOREX.r2.3HG0238770","32H"
2062,"HORVU.MOREX.r2.4HG0337290","32H"
2063,"HORVU.MOREX.r2.4HG0318110","32H"
2064,"HORVU.MOREX.r2.7HG0535390","32H"
2065,"HORVU.MOREX.r2.1HG0051320","32H"
2066,"HORVU.MOREX.r2.3HG0211660","32H"
2067,"HORVU.MOREX.r2.2HG0151930","32H"
2068,"HORVU.MOREX.r2.2HG0088280","32H"
2069,"HORVU.MOREX.r2.3HG0262730","32H"
2070,"HORVU.MOREX.r2.3HG0201250","32H"
2071,"HORVU.MOREX.r2.1HG0020680","32H"
2072,"HORVU.MOREX.r2.1HG0039540","32H"
2073,"HORVU.MOREX.r2.7HG0589160","32H"
2074,"HORVU.MOREX.r2.7HG0541930","32H"
2075,"HORVU.MOREX.r2.1HG0055720","32H"
2076,"HORVU.MOREX.r2.7HG0558000","32H"
2077,"HORVU.MOREX.r2.7HG0552260","32H"
2078,"HORVU.MOREX.r2.4HG0330750","32H"
2079,"HORVU.MOREX.r2.3HG0260490","32H"
2080,"HORVU.MOREX.r2.3HG0193860","32H"
2081,"HORVU.MOREX.r2.5HG0358200","32H"
2082,"HORVU.MOREX.r2.5HG0404820","32H"
2083,"HORVU.MOREX.r2.3HG0253700","32H"
2084,"HORVU.MOREX.r2.6HG0475470","32H"
2085,"HORVU.MOREX.r2.2HG0094720","32H"
2086,"HORVU.MOREX.r2.2HG0136680","32H"
2087,"HORVU.MOREX.r2.1HG0051330","32H"
2088,"HORVU.MOREX.r2.5HG0414030","32H"
2089,"HORVU.MOREX.r2.1HG0074180","32H"
2090,"HORVU.MOREX.r2.3HG0195650","32H"
2091,"HORVU.MOREX.r2.7HG0538290","32H"
2092,"HORVU.MOREX.r2.6HG0490340","32H"
2093,"HORVU.MOREX.r2.5HG0381530","32H"
2094,"HORVU.MOREX.r2.7HG0619870","32H"
2095,"HORVU.MOREX.r2.4HG0333850","32H"
2096,"HORVU.MOREX.r2.UnG0626130","32H"
2097,"HORVU.MOREX.r2.2HG0119460","32H"
2098,"HORVU.MOREX.r2.5HG0445920","32H"
2099,"HORVU.MOREX.r2.2HG0131460","32H"
2100,"HORVU.MOREX.r2.7HG0545680","32H"
2101,"HORVU.MOREX.r2.7HG0573360","32H"
2102,"HORVU.MOREX.r2.5HG0403940","32H"
2103,"HORVU.MOREX.r2.6HG0458690","32H"
2104,"HORVU.MOREX.r2.3HG0191640","32H"
2105,"HORVU.MOREX.r2.1HG0051220","32H"
2106,"HORVU.MOREX.r2.6HG0498680","32H"
2107,"HORVU.MOREX.r2.1HG0052170","32H"
2108,"HORVU.MOREX.r2.3HG0237940","32H"
2109,"HORVU.MOREX.r2.5HG0355590","32H"
2110,"HORVU.MOREX.r2.1HG0066610","32H"
2111,"HORVU.MOREX.r2.6HG0512380","32H"
2112,"HORVU.MOREX.r2.6HG0506720","32H"
2113,"HORVU.MOREX.r2.6HG0455510","32H"
2114,"HORVU.MOREX.r2.3HG0227920","32H"
2115,"HORVU.MOREX.r2.5HG0368180","32H"
2116,"HORVU.MOREX.r2.1HG0058770","32H"
2117,"HORVU.MOREX.r2.3HG0212230","32H"
2118,"HORVU.MOREX.r2.5HG0440310","32H"
2119,"HORVU.MOREX.r2.7HG0617910","32H"
2120,"HORVU.MOREX.r2.3HG0205470","32H"
2121,"HORVU.MOREX.r2.3HG0191770","32H"
2122,"HORVU.MOREX.r2.1HG0043700","32H"
2123,"HORVU.MOREX.r2.7HG0598390","32H"
2124,"HORVU.MOREX.r2.6HG0486460","32H"
2125,"HORVU.MOREX.r2.3HG0196610","32H"
2126,"HORVU.MOREX.r2.3HG0199200","32H"
2127,"HORVU.MOREX.r2.4HG0334550","32H"
2128,"HORVU.MOREX.r2.6HG0510830","32H"
2129,"HORVU.MOREX.r2.3HG0270090","32H"
2130,"HORVU.MOREX.r2.2HG0148650","32H"
2131,"HORVU.MOREX.r2.7HG0552960","32H"
2132,"HORVU.MOREX.r2.7HG0549000","32H"
2133,"HORVU.MOREX.r2.4HG0319930","32H"
2134,"HORVU.MOREX.r2.2HG0131100","32H"
2135,"HORVU.MOREX.r2.3HG0189060","32H"
2136,"HORVU.MOREX.r2.5HG0368210","32H"
2137,"HORVU.MOREX.r2.6HG0503350","32H"
2138,"HORVU.MOREX.r2.2HG0088730","32H"
2139,"HORVU.MOREX.r2.4HG0310430","32H"
2140,"HORVU.MOREX.r2.4HG0327880","32H"
2141,"HORVU.MOREX.r2.7HG0579040","32H"
2142,"HORVU.MOREX.r2.5HG0405630","32H"
2143,"HORVU.MOREX.r2.7HG0534320","32H"
2144,"HORVU.MOREX.r2.5HG0381840","32H"
2145,"HORVU.MOREX.r2.5HG0432480","32H"
2146,"HORVU.MOREX.r2.2HG0110730","32H"
2147,"HORVU.MOREX.r2.5HG0369800","32H"
2148,"HORVU.MOREX.r2.1HG0034610","32H"
2149,"HORVU.MOREX.r2.2HG0166800","32H"
2150,"HORVU.MOREX.r2.7HG0602320","32H"
2151,"HORVU.MOREX.r2.5HG0396150","32H"
2152,"HORVU.MOREX.r2.5HG0394800","32H"
2153,"HORVU.MOREX.r2.2HG0170410","32H"
2154,"HORVU.MOREX.r2.1HG0073000","32H"
2155,"HORVU.MOREX.r2.4HG0346630","32H"
2156,"HORVU.MOREX.r2.7HG0540190","32H"
2157,"HORVU.MOREX.r2.1HG0043730","32H"
2158,"HORVU.MOREX.r2.5HG0440790","32H"
2159,"HORVU.MOREX.r2.5HG0441180","32H"
2160,"HORVU.MOREX.r2.2HG0118640","32H"
2161,"HORVU.MOREX.r2.4HG0320080","32H"
2162,"HORVU.MOREX.r2.2HG0178580","32H"
2163,"HORVU.MOREX.r2.3HG0266890","32H"
2164,"HORVU.MOREX.r2.5HG0397720","32H"
2165,"HORVU.MOREX.r2.3HG0212660","32H"
2166,"HORVU.MOREX.r2.7HG0586520","32H"
2167,"HORVU.MOREX.r2.2HG0078890","32H"
2168,"HORVU.MOREX.r2.5HG0374410","32H"
2169,"HORVU.MOREX.r2.4HG0317610","32H"
2170,"HORVU.MOREX.r2.7HG0612990","32H"
2171,"HORVU.MOREX.r2.1HG0016790","32H"
2172,"HORVU.MOREX.r2.5HG0416030","32H"
2173,"HORVU.MOREX.r2.3HG0254450","32H"
2174,"HORVU.MOREX.r2.2HG0090320","32H"
2175,"HORVU.MOREX.r2.6HG0498120","32H"
2176,"HORVU.MOREX.r2.4HG0298090","32H"
2177,"HORVU.MOREX.r2.6HG0476040","32H"
2178,"HORVU.MOREX.r2.2HG0102760","32H"
2179,"HORVU.MOREX.r2.2HG0112120","32H"
2180,"HORVU.MOREX.r2.4HG0324220","32H"
2181,"HORVU.MOREX.r2.4HG0286850","32H"
2182,"HORVU.MOREX.r2.4HG0282540","32H"
2183,"HORVU.MOREX.r2.4HG0296290","32H"
2184,"HORVU.MOREX.r2.2HG0135570","32H"
2185,"HORVU.MOREX.r2.6HG0516050","32H"
2186,"HORVU.MOREX.r2.2HG0153190","32H"
2187,"HORVU.MOREX.r2.2HG0147820","32H"
2188,"HORVU.MOREX.r2.2HG0148290","32H"
2189,"HORVU.MOREX.r2.1HG0038750","32H"
2190,"HORVU.MOREX.r2.6HG0506910","32H"
2191,"HORVU.MOREX.r2.7HG0609780","32H"
2192,"HORVU.MOREX.r2.2HG0107740","32H"
2193,"HORVU.MOREX.r2.5HG0437610","32H"
2194,"HORVU.MOREX.r2.2HG0150090","32H"
2195,"HORVU.MOREX.r2.6HG0462430","32H"
2196,"HORVU.MOREX.r2.5HG0374360","32H"
2197,"HORVU.MOREX.r2.1HG0030470","32H"
2198,"HORVU.MOREX.r2.6HG0460860","32H"
2199,"HORVU.MOREX.r2.4HG0333590","32H"
2200,"HORVU.MOREX.r2.7HG0582920","32H"
2201,"HORVU.MOREX.r2.2HG0090250","32H"
2202,"HORVU.MOREX.r2.5HG0422830","32H"
2203,"HORVU.MOREX.r2.5HG0398100","32H"
2204,"HORVU.MOREX.r2.6HG0461570","32H"
2205,"HORVU.MOREX.r2.6HG0516660","32H"
2206,"HORVU.MOREX.r2.3HG0261280","32H"
2207,"HORVU.MOREX.r2.7HG0576290","32H"
2208,"HORVU.MOREX.r2.4HG0328640","32H"
2209,"HORVU.MOREX.r2.4HG0348890","32H"
2210,"HORVU.MOREX.r2.4HG0328690","32H"
2211,"HORVU.MOREX.r2.2HG0177680","32H"
2212,"HORVU.MOREX.r2.3HG0229140","32H"
2213,"HORVU.MOREX.r2.6HG0491120","32H"
